link,price,manufacturer,model,reg-year,mileage,engine-size,fuel-type,transmission,drive,finance
https://www.namcars.net/Renault-Clio-Expression-1400695515,"N$ 209,995",Renault,Clio Expression,2017 Year,"26,000 km mileage",1.2L Engine,Petrol Fuel,Automatic transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Hilux-2.5-S-C-1400694292,"N$ 210,000",Toyota,Hilux 2.5 S/C,2015 Year,"85,000 km mileage",2.5L Engine,Diesel Fuel,Manual transmission,4x2,Finance: Available
https://www.namcars.net/Toyota-QUANTUM-1400695330,"N$ 210,000",Toyota,QUANTUM,2013 Year,"196,000 km mileage",2.5L Engine,Diesel Fuel,Manual transmission,Rear-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Hilux-S-C-2.5-D4D-4x2-1400695416,"N$ 210,000",Toyota,"Hilux S/C 2.5 D4D, 4x2",2015 Year,"85,500 km mileage",2.5L Engine,Diesel Fuel,Manual transmission,Vehicle in a good condition,
https://www.namcars.net/Ford-Transit-Sport-1400695161,"N$ 210,000",Ford,Transit Sport,2015 Year,"84,000 km mileage",2.2L Engine,Diesel Fuel,Manual transmission,"Full house.
Roof rack.",
https://www.namcars.net/Jeep-Compass-2.0-Cvt-Ltd-1400689275,"N$ 210,000",Jeep,Compass 2.0 Cvt Ltd,2014 Year,"71,000 km mileage",2.0L Engine,Petrol Fuel,Manual transmission,Rear-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-Polo-1.0TSI-1400695713,"N$ 210,000",Volkswagen,Polo 1.0TSI,2018 Year,"46,021 km mileage",1.0L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Audi-RS4-1400694477,"N$ 210,000",Audi,RS4,2007 Year,"140,000 km mileage",4.2L Engine,Petrol Fuel,Manual transmission,"Audi RS4. Vehicle in good condition. 4.2 V8 309kw manual. Low mileage. One of only a few in namibia.

Priced to sell.",
https://www.namcars.net/Volkswagen-JETTA-GP-1.4-TSI-COMFORTLINE-1400693719,"N$ 210,000",Volkswagen,JETTA GP 1.4 TSI COMFORTLINE,2015 Year,"153,137 km mileage",1.4L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/BMW-335i-Luxury-225kw-A-t-1400691164,"N$ 210,000",BMW,335i Luxury 225kw A/t,2012 Year,"155,000 km mileage",3.0L Engine,Petrol Fuel,Automatic Tiptronic transmission,Rear-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-COROLLA-QUEST-1.6-1400693730,"N$ 210,000",Toyota,COROLLA QUEST 1.6,2019 Year,"8,459 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Isuzu-KB250-D-Teq-1400685299,"N$ 210,000",Isuzu,KB250 D-Teq,2014 Year,"61,500 km mileage",2.5L Engine,Diesel Fuel,Manual transmission,"4 x 2
ROLL BAR
NUDGE BAR
CANOPY
NEW TYRES
VERY CLEAN",
https://www.namcars.net/Toyota-Corolla-1400693717,"N$ 214,900",Toyota,Corolla,2016 Year,"69,800 km mileage",1.4L Engine,Diesel Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Nissan-NP300-2.5td-D-c-4x4-1400692518,"N$ 215,000",Nissan,NP300 2.5td D/c 4x4,2016 Year,"84,000 km mileage",2.5L Engine,Diesel Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Toyota-Fortuner-1400694575,"N$ 215,000",Toyota,Fortuner,2014 Year,"182,410 km mileage",3.0L Engine,Diesel Fuel,Automatic transmission,4x4,Finance: Available
https://www.namcars.net/Audi-Q5-3.0-V6-TDI-QUATRO-1400688537,"N$ 215,000",Audi,Q5 3.0 V6 TDI QUATRO,2010 Year,"141,000 km mileage",3.0L Engine,Diesel Fuel,Automatic Tiptronic transmission,4x4,Finance: Not available
https://www.namcars.net/Toyota-Land-Cruiser-100-Series-VX-4.2-Turbo-Diesel-1400694448,"N$ 215,000",Toyota,Land Cruiser 100 Series VX 4.2 Turbo Diesel,2007 Year,"301,000 km mileage",4.2L Engine,Diesel Fuel,Automatic transmission,4x4,Finance: Not available
https://www.namcars.net/Toyota-COROLLA-QUEST-1.6-1400694734,"N$ 216,987",Toyota,COROLLA QUEST 1.6,2019 Year,"15,000 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Auris-Xi-(49B)-1400693299,"N$ 219,000",Toyota,Auris Xi (49B),2016 Year,"70,100 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,4x2,Finance: Available
https://www.namcars.net/Toyota-RAV4-2.0-GX-2WD-1400693120,"N$ 219,000",Toyota,RAV4 2.0 GX 2WD,2015 Year,"119,620 km mileage",2.0L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-FORTUNER-4.0P-V6-4X4-1400694916,"N$ 219,000",Toyota,FORTUNER 4.0P V6 4X4,2010 Year,"154,220 km mileage",4.0L Engine,Petrol Fuel,Automatic transmission,4x4,Finance: Available
https://www.namcars.net/Volkswagen-Tiguan-4Motion-1400695257,"N$ 219,000",Volkswagen,Tiguan 4Motion,2014 Year,"67,500 km mileage",1.4L Engine,Petrol Fuel,Manual transmission,All-Wheel Drive,Finance: Available
https://www.namcars.net/Renault-Duster-1.5-dCI-Dynamique-4x4-1400695095,"N$ 219,900",Renault,Duster 1.5 dCI Dynamique 4x4,2016 Year,"78,163 km mileage",1.5L Engine,Diesel Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Nissan-Qashqai-Acenta-1.2-T-1400695108,"N$ 219,900",Nissan,Qashqai Acenta 1.2 T,2015 Year,"58,230 km mileage",1.2L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Mazda-BT-50-3.2-TDI-SLE-A-T-D-C-1400695642,"N$ 219,900",Mazda,BT-50 3.2 TDI SLE A/T D/C,2013 Year,"89,000 km mileage",3.2L Engine,Diesel Fuel,Automatic transmission,4x4,Finance: Available
https://www.namcars.net/Nissan-NP300-2.5-HIRIDER-1400693125,"N$ 219,900",Nissan,NP300 2.5 HIRIDER,2013 Year,"115,060 km mileage",2.5L Engine,Diesel Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Ford-KUGA-20TDCI-TREND-AWD-A-T-1400692421,"N$ 219,900",Ford,KUGA 20TDCI TREND AWD A/T,2014 Year,"92,000 km mileage",2.0L Engine,Diesel Fuel,Automatic transmission,All-Wheel Drive,Finance: Available
https://www.namcars.net/Renault-Captur-1-2Dynamique-EDC-Petrol-1400693702,"N$ 219,995",Renault,"Captur 1,2Dynamique EDC Petrol",2017 Year,"15,900 km mileage",1.2L Engine,Petrol Fuel,Automatic transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/BMW-320d-A-T-1400693007,"N$ 220,000",BMW,320d A/T,2012 Year,"96,500 km mileage",2.0L Engine,Diesel Fuel,Automatic transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Land-Cruiser-100-series-V8-1400692501,"N$ 220,000",Toyota,Land Cruiser 100 series V8,2002 Year,"198,000 km mileage",4.7L Engine,Petrol Fuel,Automatic transmission,"Old Man Emu suspension
Snorkel
Sway-away torsion bars
Seat covers
Bullbar",
https://www.namcars.net/Nissan-Xtrail-XE-2.0-Petrol-1400682095,"N$ 220,000",Nissan,Xtrail XE 2.0 Petrol,2015 Year,"122,000 km mileage",2.0L Engine,Petrol Fuel,Manual transmission,4x2,Finance: Available
https://www.namcars.net/Toyota-YARIS-HYBRID-1.5-1400693130,"N$ 220,000",Toyota,YARIS HYBRID 1.5,2016 Year,"27,400 km mileage",1.5L Engine,Petrol Fuel,Automatic transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Nissan-Qashqai-1.2-Acenta-Techno-Pac-1400695193,"N$ 220,000",Nissan,Qashqai 1.2 Acenta Techno-Pac,2014 Year,"88,794 km mileage",1.2L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Hilux-4x4-s-cab-2.5TD-D4D-1400677018,"N$ 220,000",Toyota,Hilux 4x4 s/cab 2.5TD D4D,2014 Year,"185,000 km mileage",2.5L Engine,Diesel Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Audi-Q5-2.0-TFSI-Quatro-S-Tronic-1400693914,"N$ 220,000",Audi,Q5 2.0 TFSI Quatro S-Tronic,2011 Year,"131,000 km mileage",2.0L Engine,Petrol Fuel,Automatic S-tronic transmission,All-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Hilux-4x4-3liter-desil-1400695473,"N$ 220,000",Toyota,Hilux 4x4 3liter desil,2008 Year,"217,893 km mileage",3.0L Engine,Diesel Fuel,Manual transmission,Extra 23 inch chrome rims worth 50 000 and canopy,
https://www.namcars.net/Toyota-HILUX-DC-2.7-RB-1400694991,"N$ 220,000",Toyota,HILUX  DC 2.7 RB,2012 Year,"113,500 km mileage",2.7L Engine,Petrol Fuel,Manual transmission,Rear-Wheel Drive,Finance: Available
https://www.namcars.net/Ford-RANGER-2.2-TDCI-S-C-XLS-4X4-6MT-1400695012,"N$ 220,000",Ford,RANGER 2.2 TDCI S/C XLS 4X4 6MT,2015 Year,"152,000 km mileage",2.2L Engine,Diesel Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Toyota-Landcruiser-4.5-efi-4x4-manual-1400694264,"N$ 220,000",Toyota,Landcruiser 4.5 efi 4x4 manual,2001 Year,"208,000 km mileage",4.5L Engine,Petrol Fuel,Manual transmission,4x4,Finance: Not available
https://www.namcars.net/Renault-Clio-RS-1.6-Turbo-Lux-Auto-1400690773,"N$ 224,995",Renault,Clio RS 1.6 Turbo Lux Auto,2014 Year,"63,000 km mileage",1.6L Engine,Petrol Fuel,Automatic transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Mitsubishi-Asx-2.0-5dr-Gls-A-t-1400693972,"N$ 224,995",Mitsubishi,Asx 2.0 5dr Gls A/t,2016 Year,"137,000 km mileage",2.0L Engine,Petrol Fuel,Automatic transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-FORTUNER-4.0-V6-AT-4X4-1400695560,"N$ 225,000",Toyota,FORTUNER 4.0 V6 AT 4X4,2010 Year,"176,177 km mileage",4.0L Engine,Petrol Fuel,Automatic transmission,4x4,Finance: Available
https://www.namcars.net/Ford-Ranger-2.2-TDCi-XL-PU-S-C-1400694605,"N$ 225,000",Ford,Ranger 2.2 TDCi XL PU S/C,2017 Year,"105,000 km mileage",2.2L Engine,Diesel Fuel,Manual transmission,4x2,Finance: Available
https://www.namcars.net/Nissan-2016-1400695629,"N$ 225,000",Nissan,2016,2016 Year,"77,000 km mileage",2.5L Engine,Diesel Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Toyota-Raider-2.7-VVT-I-1400693415,"N$ 225,000",Toyota,Raider 2.7 VVT-I,2011 Year,"9,800 km mileage",2.7L Engine,Petrol Fuel,Manual transmission,4x2,Finance: Not available
https://www.namcars.net/Toyota-Hilux-2.4-GD-6-1400695748,"N$ 225,000",Toyota,Hilux 2.4 GD-6,2017 Year,"48,000 km mileage",2.4L Engine,Diesel Fuel,Manual transmission,4x2,Finance: Available
https://www.namcars.net/Toyota-Corolla-D4D-1.4-1400695498,"N$ 225,000",Toyota,Corolla D4D 1.4,2017 Year,"33,000 km mileage",1.4L Engine,Diesel Fuel,Manual transmission,Air Conditioning,Central Locking
https://www.namcars.net/Toyota-Hilux-4.0-V6-D-C-1400694748,"N$ 225,000",Toyota,Hilux 4.0 V6 D/C,2008 Year,"87,177 km mileage",4.0L Engine,Petrol Fuel,Automatic transmission,4x4,Finance: Not available
https://www.namcars.net/Mercedes-Benz-C200-1400692705,"N$ 225,000",Mercedes-Benz,C200,2013 Year,"12,072 km mileage",2.0L Engine,Petrol Fuel,Automatic Multitronic transmission,4x2,Finance: Not available
https://www.namcars.net/Hyundai-Tucson-2.0-Primium-1400694719,"N$ 225,500",Hyundai,Tucson 2.0 Primium,2017 Year,"55,878 km mileage",2.0L Engine,Petrol Fuel,Automatic transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-Jetta-1.4-TSi-Comfortline-Bluemotion-NO-DEPOSIT-1400691047,"N$ 225,900",Volkswagen,Jetta 1.4 TSi Comfortline Bluemotion NO DEPOSIT,2016 Year,"102,000 km mileage",1.4L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Hilux-1400693976,"N$ 228,000",Toyota,Hilux,2014 Year,"175,279 km mileage",3.0L Engine,Diesel Fuel,Automatic transmission,Rear-Wheel Drive,Finance: Available
https://www.namcars.net/Nissan-NP300-HARDBODY-2.5TDI-Hi-RAIDER-P-U-DC-1400693732,"N$ 228,000",Nissan,NP300  HARDBODY  2.5TDI Hi-RAIDER P/U  DC,2015 Year,"104,700 km mileage",2.5L Engine,Diesel Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Hyundai-HYUNDAIH-1-GLS-2.4-1400695557,"N$ 229,000",Hyundai,HYUNDAIH-1 GLS 2.4,2013 Year,"127,716 km mileage",2.4L Engine,Petrol Fuel,Manual transmission,4x2,Finance: Available
https://www.namcars.net/Toyota-Rav4-1400680713,"N$ 229,000",Toyota,Rav4,2015 Year,"74,000 km mileage",2.0L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Mercedes-Benz-E250-BLUEEFFICIENCY-1400692749,"N$ 229,000",Mercedes-Benz,E250 BLUEEFFICIENCY,2012 Year,"76,860 km mileage",1.8L Engine,Petrol Fuel,Automatic transmission,Front-Wheel Drive,Finance: Not available
https://www.namcars.net/Volkswagen-Jetta-Comfortline-1400688433,"N$ 229,000",Volkswagen,Jetta Comfortline,2015 Year,"61,000 km mileage",1.4L Engine,Petrol Fuel,Manual transmission,"Full maintenance until 2021
Key feature : Reverse CAMERA, leather seat, sunroof,tinted window, original Jetta alloy rims, xenon lights, brand new tryes",
https://www.namcars.net/Volkswagen-Jetta-1.4-TSI-Comfortline-DSG-1400695336,"N$ 229,900",Volkswagen,Jetta 1.4 TSI Comfortline DSG,2016 Year,"100,000 km mileage",1.4L Engine,Petrol Fuel,DSG transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Hilux-Legend-45-R-B-VVTI-1400693548,"N$ 229,900",Toyota,Hilux Legend 45 R/B VVTI,2015 Year,"123,650 km mileage",2.7L Engine,Petrol Fuel,Manual transmission,4x2,Finance: Available
https://www.namcars.net/Hyundai-ix35-2.0-manual-1400689725,"N$ 229,900",Hyundai,ix35 2.0 manual,2015 Year,"96,905 km mileage",2.0L Engine,Petrol Fuel,Manual transmission,4x2,Finance: Available
https://www.namcars.net/Isuzu-KB250-LE-D-teq-D-C-2x4-1400694878,"N$ 229,900",Isuzu,KB250 LE D-teq D/C 2x4,2016 Year,"170,000 km mileage",2.5L Engine,Diesel Fuel,Manual transmission,4x2,Finance: Available
https://www.namcars.net/Audi-Q5-3.0-tdi-quattro-S-Stronic-(local)-1400681599,"N$ 229,900",Audi,Q5 3.0 tdi quattro S Stronic (local),2011 Year,"191,500 km mileage",3.0L Engine,Diesel Fuel,Automatic S-tronic transmission,All-Wheel Drive,Finance: Available
https://www.namcars.net/Jeep-Renegade-1.4-TJET-1400694658,"N$ 229,900",Jeep,Renegade 1.4 TJET,2015 Year,"53,000 km mileage",1.4L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Ford-RANGER-2.2-XLS-1400690613,"N$ 229,900",Ford,RANGER 2.2 XLS,2015 Year,"86,000 km mileage",2.2L Engine,Diesel Fuel,Manual transmission,Rear-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-Amarok-2.0L-Bi-TDi-Diesel-4x4-D-Cab-132KW-1400694108,"N$ 229,995",Volkswagen,Amarok 2.0L Bi-TDi Diesel 4x4 D/Cab 132KW,2012 Year,"151,600 km mileage",2.0L Engine,Diesel Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Volkswagen-Jett-1.6-TDi-DSG-1400694478,"N$ 229,995",Volkswagen,Jett 1.6 TDi DSG,2016 Year,"163,000 km mileage",1.6L Engine,Diesel Fuel,DSG transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Isuzu-KB-HI-RIDER-250-2X4-1400694818,"N$ 230,000",Isuzu,KB HI RIDER 250 2X4,2016 Year,"78,901 km mileage",2.5L Engine,Diesel Fuel,Manual transmission,4x2,Finance: Available
https://www.namcars.net/Ford-RANGER-3.2-TDCI-SUPER-CAB-XLS-6MT-4X4-1400687188,"N$ 230,000",Ford,RANGER 3.2 TDCI SUPER CAB XLS 6MT 4X4,2013 Year,"106,000 km mileage",3.2L Engine,Diesel Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Isuzu-2016-KB-250-DTEQ-1400694821,"N$ 235,000",Isuzu,2016 KB 250 DTEQ,2016 Year,"86,500 km mileage",2.5L Engine,Diesel Fuel,Manual transmission,4x2,Finance: Available
https://www.namcars.net/Volkswagen-2010-1400695631,"N$ 235,000",Volkswagen,2010,2010 Year,"96,438 km mileage",2.0L Engine,Diesel Fuel,Manual transmission,4x2,Finance: Not available
https://www.namcars.net/Toyota-Corolla-1.4-D4D-Prestige-1400695679,"N$ 235,000",Toyota,Corolla 1.4 D4D  Prestige,2017 Year,"16,800 km mileage",1.4L Engine,Diesel Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-Jetta-GP-1.4-Tsi-Comfortline-1400694992,"N$ 235,000",Volkswagen,Jetta GP 1.4 Tsi Comfortline,2016 Year,"112,000 km mileage",1.4L Engine,Petrol Fuel,Manual transmission,Rear-Wheel Drive,Finance: Available
https://www.namcars.net/Mercedes-Benz-A220-CDI-1400695529,"N$ 235,000",Mercedes-Benz,A220 CDI,2015 Year,"95,000 km mileage",2.1L Engine,Diesel Fuel,Automatic transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Jeep-JEEP-COMPASS-2.0-CVT-1400695562,"N$ 239,000",Jeep,JEEP COMPASS 2.0 CVT,2015 Year,"54,000 km mileage",2.0L Engine,Petrol Fuel,Automatic transmission,4x2,Finance: Available
https://www.namcars.net/Toyota-AVANZA-1.5-TX-1400695563,"N$ 239,000",Toyota,AVANZA 1.5 TX,2018 Year,"25,000 km mileage",1.5L Engine,Petrol Fuel,Manual transmission,4x2,Finance: Available
https://www.namcars.net/Toyota-Hilux-1400694872,"N$ 239,000",Toyota,Hilux,2014 Year,"188,834 km mileage",2.5L Engine,Diesel Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Toyota-AVANZA-1.5-1400695188,"N$ 239,000",Toyota,AVANZA 1.5,2018 Year,"24,500 km mileage",1.5L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Ford-Ranger-2.2TDCi-XL-D-C-2x4-1400694281,"N$ 239,900",Ford,Ranger 2.2TDCi XL D/C 2x4,2016 Year,"113,000 km mileage",2.2L Engine,Diesel Fuel,Manual transmission,4x2,Finance: Available
https://www.namcars.net/Jinbei-Haise-2.2-14-Seater-1400684356,"N$ 239,900",Jinbei,Haise 2.2 14 Seater,2017 Year,"42,000 km mileage",2.2L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Ford-Ranger-2.2TDCi-XL-HI-Rider-E-C-2x4-1400695372,"N$ 239,900",Ford,Ranger 2.2TDCi XL HI-Rider E/C 2x4,2016 Year,"154,000 km mileage",2.2L Engine,Diesel Fuel,Manual transmission,4x2,Finance: Available
https://www.namcars.net/Nissan-NAVARA-2.5-140-KW-D-CAB-4X4-AUTO-1400687438,"N$ 239,900",Nissan,NAVARA 2.5 140 KW D/CAB 4X4 AUTO,2012 Year,"135,000 km mileage",2.5L Engine,Diesel Fuel,Automatic transmission,4x4,Finance: Available
https://www.namcars.net/Toyota-COROLLA-1.8-EXCLUSIVE-1400695644,"N$ 239,900",Toyota,COROLLA 1.8 EXCLUSIVE,2017 Year,"62,000 km mileage",1.8L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Hilux-4x4-d-cab-2.5TD-D4D-1400642918,"N$ 239,900",Toyota,Hilux 4x4 d/cab 2.5TD D4D,2014 Year,"180,000 km mileage",2.5L Engine,Diesel Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Toyota-Fortuner-3.0-D4D-4x4-A-T-1400690800,"N$ 239,900",Toyota,Fortuner 3.0 D4D 4x4 A/T,2011 Year,"176,500 km mileage",2.9L Engine,Diesel Fuel,Automatic transmission,4x4,Finance: Available
https://www.namcars.net/Toyota-FORTUNER-30-D4D-4X4-1400688260,"N$ 239,900",Toyota,FORTUNER 30 D4D 4X4,2011 Year,"190,000 km mileage",3.0L Engine,Diesel Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Audi-Q5-2.0-FSi-T-Quattro-Man-1400695197,"N$ 239,900",Audi,Q5 2.0 FSi T Quattro Man,2013 Year,"158,000 km mileage",2.0L Engine,Petrol Fuel,Manual transmission,All-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-TIGUAN-2.0TDI-SPORT-STYLE-4MOTION-1400694980,"N$ 239,900",Volkswagen,TIGUAN 2.0TDI SPORT-STYLE 4MOTION,2012 Year,"162,000 km mileage",2.0L Engine,Diesel Fuel,Automatic transmission,All-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-Tiguan-2.0-TDI-Sport-4-Motion-1400694476,"N$ 239,995",Volkswagen,Tiguan 2.0 TDI Sport 4 Motion,2012 Year,"124,000 km mileage",2.0L Engine,Diesel Fuel,Automatic transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Nissan-Np300-2.5-Tdi-D-c-4x4-1400695323,"N$ 240,000",Nissan,Np300 2.5 Tdi D/c 4x4,2017 Year,"86,500 km mileage",2.5L Engine,Diesel Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Isuzu-KB-1400693553,"N$ 240,000",Isuzu,KB,2015 Year,"86,675 km mileage",2.4L Engine,Petrol Fuel,Manual transmission,"Melvill and Moon Seat Covers
Wireless Tyre Pressure Meter",
https://www.namcars.net/Ford-Ranger-3.2TDCI-XLS-4x4-Sup-Cab-AT-1400695227,"N$ 240,000",Ford,Ranger 3.2TDCI XLS 4x4 Sup/Cab AT,2015 Year,"123,000 km mileage",3.2L Engine,Diesel Fuel,Automatic transmission,4x4,Finance: Available
https://www.namcars.net/Ford-FIESTA-1.5-TDCI-TREND-1400692276,"N$ 241,900",Ford,FIESTA 1.5 TDCI TREND,2019 Year,"6,000 km mileage",1.5L Engine,Diesel Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Opel-OPEL-ASTRA-1.0-TURBO-MT-1400694402,"N$ 242,900",Opel,OPEL ASTRA 1.0 TURBO MT,2018 Year,"14,000 km mileage",1.0L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Renault-Captur-Dynamique-1400695514,"N$ 244,995",Renault,Captur Dynamique,2018 Year,"21,600 km mileage",1.5L Engine,Diesel Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Nissan-NP300-D-C-4x4-2.5TDI-1400695328,"N$ 245,000",Nissan,NP300 D/C 4x4 2.5TDI,2018 Year,"61,000 km mileage",2.5L Engine,Diesel Fuel,Manual transmission,Rear-Wheel Drive,Finance: Available
https://www.namcars.net/BMW-335I-M-SPORT-1400690212,"N$ 245,000",BMW,335I M SPORT,2011 Year,"100,000 km mileage",3.0L Engine,Petrol Fuel,Automatic Tiptronic transmission,Rear-Wheel Drive,Finance: Not available
https://www.namcars.net/Opel-Crossland-1.2T-Enjpy-1400694088,"N$ 245,000",Opel,Crossland 1.2T Enjpy,2019 Year,"4,700 km mileage",1.2L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Corolla-1.4d-Prestige-1400695463,"N$ 245,000",Toyota,Corolla 1.4d Prestige,2018 Year,"36,000 km mileage",1.4L Engine,Diesel Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-jetta-gp-1.4-tsi-1400693682,"N$ 245,000",Volkswagen,jetta gp 1.4 tsi,2016 Year,"83,000 km mileage",1.4L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Mitsubishi-ASX-2.0-GLS-Auto-1400683968,"N$ 245,000",Mitsubishi,ASX 2.0 GLS Auto,2015 Year,"53,000 km mileage",2.0L Engine,Petrol Fuel,Automatic transmission,4x2,Finance: Available
https://www.namcars.net/Kia-Rio-1.2-Ls-1400695558,"N$ 245,995",Kia,Rio 1.2 Ls,2019 Year,"4,500 km mileage",1.2L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Ford-Kuga-1.5-Amb-fwd-A-T-1400694602,"N$ 248,000",Ford,Kuga 1.5 Amb fwd A/T,2016 Year,"27,787 km mileage",1.5L Engine,Diesel Fuel,Automatic transmission,4x2,Finance: Available
https://www.namcars.net/Isuzu-KB240-CREWCAB-4X4-1400694397,"N$ 248,000",Isuzu,KB240 CREWCAB 4X4,2015 Year,"112,750 km mileage",2.4L Engine,Petrol Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/BMW-M3-1400695343,"N$ 249,000",BMW,M3,2008 Year,"102,000 km mileage",4.0L Engine,Petrol Fuel,Manual transmission,Rear-Wheel Drive,Finance: Not available
https://www.namcars.net/Volkswagen-Amarok-2.0-Btdi-Full-House-DSG-4X4-1400695169,"N$ 249,000",Volkswagen,Amarok 2.0 Btdi Full House DSG 4X4,2013 Year,"155,000 km mileage",2.0L Engine,Diesel Fuel,DSG transmission,Air Conditioning,Climate Control
https://www.namcars.net/Ford-Ranger-3.2-XLS-Super-cab-1400694434,"N$ 249,000",Ford,Ranger 3.2 XLS Super cab,2014 Year,"99,800 km mileage",3.2L Engine,Diesel Fuel,Manual transmission,4x2,Finance: Available
https://www.namcars.net/Isuzu-ISUZU-KB-300-LX-4X4-1400682264,"N$ 249,900",Isuzu,ISUZU KB 300 LX 4X4,2013 Year,"136,587 km mileage",3.0L Engine,Diesel Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Hyundai-iX35-2.0l-Man-Petrol-1400692012,"N$ 249,900",Hyundai,iX35 2.0l Man Petrol,2015 Year,"97,000 km mileage",2.0L Engine,Petrol Fuel,Manual transmission,4x2,Finance: Available
https://www.namcars.net/Toyota-Rav-2.0-GX-manual-1400695626,"N$ 249,900",Toyota,Rav 2.0 GX manual,2016 Year,"148,000 km mileage",2.0L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Ford-RANGER-2.2-XL-PLUS-4X4-D-C-MAN-1400695635,"N$ 249,900",Ford,RANGER 2.2 XL PLUS 4X4 D/C MAN,2015 Year,"98,000 km mileage",2.2L Engine,Diesel Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Toyota-Hilux-3.0-D4D-4x4-S-cab-1400695129,"N$ 249,900",Toyota,Hilux 3.0 D4D 4x4 S/cab,2014 Year,"192,000 km mileage",3.0L Engine,Diesel Fuel,Manual transmission,4x4,Finance: Available
